ID,stress_score
TEST_0096,0.50862265
TEST_0097,0.706133
TEST_0098,0.018171586
TEST_0099,0.5286197
TEST_0100,0.4479463
TEST_0101,0.47987238
TEST_0102,0.74755615
TEST_0103,0.79574513
TEST_0104,0.4799412
TEST_0105,0.6246843
TEST_0106,0.42858306
TEST_0107,0.4678034
TEST_0108,0.7368689
TEST_0109,0.4514312
TEST_0110,0.50715005
TEST_0111,0.28474203
TEST_0112,0.34860733
TEST_0113,0.80230445
TEST_0114,0.6619192
TEST_0115,0.48823783
TEST_0116,0.4041714
TEST_0117,0.42886466
TEST_0118,0.8644826
TEST_0119,0.65199
TEST_0120,0.6795983
TEST_0121,0.29056048
TEST_0122,0.5550891
TEST_0123,0.44396833
TEST_0124,0.47717926
TEST_0125,0.85993034
TEST_0126,0.631615
TEST_0127,0.4658221
TEST_0128,0.47316808
TEST_0129,0.49021128
TEST_0130,0.49349603
TEST_0131,0.5995567
TEST_0132,0.81704926
TEST_0133,0.43269417
TEST_0134,0.73445743
TEST_0135,0.5270931
TEST_0136,0.3609595
TEST_0137,0.73870015
TEST_0138,0.100031085
TEST_0139,0.21062389
TEST_0140,0.4984075
TEST_0141,0.45623723
TEST_0142,0.43024394
TEST_0143,0.54753494
TEST_0144,0.6487859
TEST_0145,0.6986327
TEST_0146,0.6137749
TEST_0147,0.3326687
TEST_0148,0.17411542
TEST_0149,0.45277342
TEST_0150,0.40781522
TEST_0151,0.43040067
TEST_0152,0.5642066
TEST_0153,0.027751865
TEST_0154,0.60150623
TEST_0155,0.54479843
TEST_0156,0.4669862
TEST_0157,0.57245326
TEST_0158,0.40031612
TEST_0159,0.44978824
TEST_0160,0.34211254
TEST_0161,0.048295725
TEST_0162,0.50703305
TEST_0163,0.54426986
TEST_0164,0.4064003
TEST_0165,0.6569958
TEST_0166,0.44530123
TEST_0167,0.70190275
TEST_0168,0.31401923
TEST_0169,0.55523026
TEST_0170,0.77145255
TEST_0171,1.0962955
TEST_0172,0.558255
TEST_0173,0.5266918
TEST_0174,0.43852383
TEST_0175,0.4217933
TEST_0176,0.5604525
TEST_0177,0.76166874
TEST_0178,0.5079515
TEST_0179,0.67142284
TEST_0180,0.13734883
TEST_0181,0.3830573
TEST_0182,0.45934096
TEST_0183,0.4065242
TEST_0184,0.50724894
TEST_0185,0.45900014
TEST_0186,0.5898197
TEST_0187,0.17934865
TEST_0188,0.4689277
TEST_0189,0.37749124
TEST_0190,0.5426243
TEST_0191,0.52218693
TEST_0192,0.21576042
TEST_0193,0.55000925
TEST_0194,0.5217507
TEST_0195,0.34000745
TEST_0196,0.6420861
TEST_0197,0.39691797
TEST_0198,0.5295704
TEST_0199,0.2673097
TEST_0200,0.43058413
TEST_0201,0.4905571
TEST_0202,0.3310982
TEST_0203,0.65250975
TEST_0204,0.59659094
TEST_0205,0.51125073
TEST_0206,0.36388367
TEST_0207,0.45380607
TEST_0208,0.8023593
TEST_0209,0.4540278
TEST_0210,0.500983
TEST_0211,0.5619392
TEST_0212,0.7451536
TEST_0213,0.6553234
TEST_0214,0.8936881
TEST_0215,0.42859805
TEST_0216,0.5814033
TEST_0217,0.25139627
TEST_0218,0.33975825
TEST_0219,0.615905
TEST_0220,0.22634737
TEST_0221,0.5683359
TEST_0222,0.29727107
TEST_0223,0.52436095
TEST_0224,0.6420317
TEST_0225,0.35934716
TEST_0226,0.30185565
TEST_0227,0.5324161
TEST_0228,0.66102815
TEST_0229,0.40646252
TEST_0230,0.6169401
TEST_0231,0.52747643
TEST_0232,0.56081563
TEST_0233,0.5429761
TEST_0234,0.4710596
TEST_0235,0.9677909
TEST_0236,0.59954065
TEST_0237,0.35452643
TEST_0238,0.36245245
TEST_0239,0.7077202
TEST_0240,0.46021307
TEST_0241,0.961511
TEST_0242,0.574532
TEST_0243,0.61104083
TEST_0244,0.58250976
TEST_0245,0.8584964
TEST_0246,0.42187318
TEST_0247,0.5153416
TEST_0248,0.45135555
TEST_0249,0.74886924
TEST_0250,0.33078265
TEST_0251,0.54124546
TEST_0252,0.4169423
TEST_0253,0.45358124
TEST_0254,0.3984779
TEST_0255,0.4081965
TEST_0256,0.16210002
TEST_0257,0.6069059
TEST_0258,0.4879928
TEST_0259,0.21389711
TEST_0260,0.29927564
TEST_0261,0.61020255
TEST_0262,0.71214
TEST_0263,0.81858593
TEST_0264,0.37130317
TEST_0265,0.2601012
TEST_0266,0.26629004
TEST_0267,0.4709758
TEST_0268,0.40589815
TEST_0269,0.5801261
TEST_0270,0.38224435
TEST_0271,0.5756224
TEST_0272,0.6672583
TEST_0273,0.5603928
TEST_0274,0.53607064
TEST_0275,0.38262272
TEST_0276,0.564397
TEST_0277,0.43382964
TEST_0278,0.59628755
TEST_0279,0.45344102
TEST_0280,0.40150547
TEST_0281,0.4704675
TEST_0282,0.48603612
TEST_0283,0.45193037
TEST_0284,0.48289242
TEST_0285,0.5585789
TEST_0286,0.7240173
TEST_0287,0.4046466
TEST_0288,0.40631834
TEST_0289,0.32206905
TEST_0290,0.6899209
TEST_0291,0.54793423
TEST_0292,0.6400906
TEST_0293,0.6967123
TEST_0294,0.72408485
TEST_0295,0.46175617
TEST_0296,0.2104506
TEST_0297,0.44061422
TEST_0298,0.6303083
TEST_0299,0.4226005
TEST_0300,0.5073648
TEST_0301,0.6368775
TEST_0302,0.42172983
TEST_0303,0.12071594
TEST_0304,0.47086108
TEST_0305,0.45392218
TEST_0306,0.6470222
TEST_0307,0.4839165
TEST_0308,0.4007979
TEST_0309,0.26124734
TEST_0310,0.45495734
TEST_0311,0.10595445
TEST_0312,0.42857996
TEST_0313,0.26673654
TEST_0314,0.9252455
TEST_0315,0.5709837
TEST_0316,0.42131227
TEST_0317,0.37904897
TEST_0318,0.4831474
TEST_0319,0.8126983
TEST_0320,0.66170293
TEST_0321,0.3612151
TEST_0322,0.6269036
TEST_0323,0.6266127
TEST_0324,0.64796853
TEST_0325,0.25317934
TEST_0326,0.45343527
TEST_0327,0.2573757
TEST_0328,0.59829456
TEST_0329,0.41058514
TEST_0330,0.68786407
TEST_0331,0.7241135
TEST_0332,0.37779427
TEST_0333,0.5971167
TEST_0334,0.39707938
TEST_0335,0.43990082
TEST_0336,0.5535622
TEST_0337,0.38550973
TEST_0338,0.9553987
TEST_0339,0.51710284
TEST_0340,0.45659134
TEST_0341,0.35941207
TEST_0342,0.42864645
TEST_0343,0.34938085
TEST_0344,0.426059
TEST_0345,0.62249404
TEST_0346,0.4797636
TEST_0347,0.4965196
TEST_0348,0.6433641
TEST_0349,0.41270298
TEST_0350,0.46782923
TEST_0351,0.795409
TEST_0352,0.33789793
TEST_0353,0.40808222
TEST_0354,0.43332982
TEST_0355,0.7497259
TEST_0356,0.56304985
TEST_0357,0.6765741
TEST_0358,0.6311445
TEST_0359,0.5827175
TEST_0360,0.60550267
TEST_0361,0.9053396
TEST_0362,0.5366627
TEST_0363,0.35971168
TEST_0364,0.4164549
TEST_0365,0.15937589
TEST_0366,0.5968746
TEST_0367,0.5622484
TEST_0368,0.46477395
TEST_0369,0.5144398
TEST_0370,0.2701332
TEST_0371,0.33268654
TEST_0372,0.46064547
TEST_0373,0.3966176
TEST_0374,0.590219
TEST_0375,0.3935771
TEST_0376,0.48858893
TEST_0377,0.46847862
TEST_0378,0.71749324
TEST_0379,0.38827357
TEST_0380,0.51641154
TEST_0381,0.4664381
TEST_0382,0.17861082
TEST_0383,0.6981456
TEST_0384,0.25818858
TEST_0385,0.45755535
TEST_0386,0.43363753
TEST_0387,0.61457646
TEST_0388,0.48773098
TEST_0389,0.5382346
TEST_0390,0.45615608
TEST_0391,0.2655275
TEST_0392,0.31180486
TEST_0393,0.19265768
TEST_0394,0.11489081
TEST_0395,0.5440704
TEST_0396,0.3651984
TEST_0397,0.41766372
TEST_0398,0.081298135
TEST_0399,0.4708956
TEST_0400,0.29725385
TEST_0401,0.64430606
TEST_0402,0.31712714
TEST_0403,0.48124552
TEST_0404,0.5065975
TEST_0405,0.33947682
TEST_0406,0.49343184
TEST_0407,0.3164893
TEST_0408,0.7774672
TEST_0409,0.48395193
TEST_0410,0.31990695
TEST_0411,0.95763165
TEST_0412,0.2664618
TEST_0413,0.49111497
TEST_0414,0.55201924
TEST_0415,0.59268594
TEST_0416,0.7022627
TEST_0417,0.38994828
TEST_0418,0.17350973
TEST_0419,0.67020106
TEST_0420,0.40942234
TEST_0421,0.72663474
TEST_0422,0.43085626
TEST_0423,0.5389694
TEST_0424,0.2957906
TEST_0425,0.48362672
TEST_0426,0.5207831
TEST_0427,0.46830198
TEST_0428,0.43756664
TEST_0429,0.5855805
TEST_0430,0.14427078
TEST_0431,0.52567255
TEST_0432,0.36960322
TEST_0433,0.7394415
TEST_0434,0.68769515
TEST_0435,0.55587465
TEST_0436,0.4273811
TEST_0437,0.3549826
TEST_0438,0.43352938
TEST_0439,0.5681976
TEST_0440,0.5173855
TEST_0441,0.56971234
TEST_0442,0.5146018
TEST_0443,0.84327674
TEST_0444,0.43595952
TEST_0445,0.20828901
TEST_0446,0.47659397
TEST_0447,0.6109028
TEST_0448,0.17371492
TEST_0449,0.39050266
TEST_0450,0.5469346
TEST_0451,0.44209307
TEST_0452,0.47755578
TEST_0453,0.8379396
TEST_0454,0.6470612
TEST_0455,0.3751301
TEST_0456,0.93061084
TEST_0457,0.5649002
TEST_0458,0.4571731
TEST_0459,0.32884896
TEST_0460,0.70977914
TEST_0461,0.43900442
TEST_0462,0.37771899
TEST_0463,0.5448921
TEST_0464,0.24137424
TEST_0465,0.6794477
TEST_0466,0.70822704
TEST_0467,0.65426195
TEST_0468,0.576906
TEST_0469,0.4688133
TEST_0470,0.71461177
TEST_0471,0.47511604
TEST_0472,0.31823134
TEST_0473,0.6334711
TEST_0474,0.4443149
TEST_0475,0.46505126
TEST_0476,0.5754249
TEST_0477,0.52549076
TEST_0478,0.16233204
TEST_0479,0.6307957
TEST_0480,0.5477094
TEST_0481,0.46827173
TEST_0482,0.20993374
TEST_0483,0.5133823
TEST_0484,0.4734881
TEST_0485,0.71367264
TEST_0486,0.46508506
TEST_0487,0.7051884
TEST_0488,0.3875441
TEST_0489,0.43682978
TEST_0490,0.5288939
TEST_0491,0.123923704
TEST_0492,0.5868836
TEST_0493,0.393683
TEST_0494,0.5031852
TEST_0495,0.43707773
TEST_0496,0.38767153
TEST_0497,0.49807447
TEST_0498,0.88157547
TEST_0499,0.34679937
TEST_0500,0.45539445
TEST_0501,0.6965947
TEST_0502,0.41639328
TEST_0503,0.4050534
TEST_0504,0.56944865
TEST_0505,0.26018006
TEST_0506,0.51420635
TEST_0507,0.4508262
TEST_0508,0.57525873
TEST_0509,0.4222357
TEST_0510,0.6100381
TEST_0511,0.5282466
TEST_0512,0.6305186
TEST_0513,0.5266918
TEST_0514,0.3909853
TEST_0515,0.417144
TEST_0516,0.61935246
TEST_0517,0.28664196
TEST_0518,0.55501735
TEST_0519,0.0744283
TEST_0520,0.3476356
TEST_0521,0.27205992
TEST_0522,0.4264322
TEST_0523,0.7425129
TEST_0524,0.23071975
TEST_0525,0.2766191
TEST_0526,0.2087159
TEST_0527,0.46397558
TEST_0528,0.42463642
TEST_0529,0.30806804
TEST_0530,0.73563915
TEST_0531,0.41703248
TEST_0532,0.45516866
TEST_0533,0.6749394
TEST_0534,0.57410556
TEST_0535,0.22451998
TEST_0536,0.6382731
TEST_0537,0.2644747
TEST_0538,0.6614664
TEST_0539,0.6184007
TEST_0540,0.93465585
TEST_0541,0.53995246
TEST_0542,0.5473617
TEST_0543,0.5207421
TEST_0544,0.23956113
TEST_0545,0.5034776
TEST_0546,0.26853833
TEST_0547,0.6318868
TEST_0548,0.4952525
TEST_0549,0.45676124
TEST_0550,0.26839292
TEST_0551,0.53380233
TEST_0552,0.07241704
TEST_0553,0.46515515
TEST_0554,0.10016269
TEST_0555,0.4182067
TEST_0556,0.46874937
TEST_0557,0.34360018
TEST_0558,0.6312252
TEST_0559,0.42567125
TEST_0560,0.835773
TEST_0561,0.4244204
TEST_0562,0.2811792
TEST_0563,0.6648106
TEST_0564,0.5984058
TEST_0565,0.4319808
TEST_0566,0.43221384
TEST_0567,0.3853068
TEST_0568,0.48858437
TEST_0569,0.12711047
TEST_0570,0.78126097
TEST_0571,0.36568406
TEST_0572,0.4146814
TEST_0573,0.60490024
TEST_0574,0.25722158
TEST_0575,0.5323631
TEST_0576,0.69612134
TEST_0577,0.22786885
TEST_0578,0.6398806
TEST_0579,0.48829174
TEST_0580,0.5139749
TEST_0581,0.6066091
TEST_0582,0.35814336
TEST_0583,0.19561325
TEST_0584,0.6673664
TEST_0585,0.48892745
TEST_0586,0.6921842
TEST_0587,0.52818614
TEST_0588,0.49079478
TEST_0589,0.4467109
TEST_0590,0.5674839
TEST_0591,0.103831254
TEST_0592,0.58523965
TEST_0593,0.3265908
TEST_0594,0.31439087
TEST_0595,0.9294449
TEST_0596,0.54824984
TEST_0597,0.3342245
TEST_0598,0.46896768
TEST_0599,0.5608747
TEST_0600,0.31047598
TEST_0601,0.4325286
TEST_0602,0.49941662
TEST_0603,0.33847213
TEST_0604,0.5952388
TEST_0605,0.38721174
TEST_0606,0.4837219
TEST_0607,0.76485735
TEST_0608,0.53602123
TEST_0609,0.6697066
TEST_0610,0.23446268
TEST_0611,0.509994
TEST_0612,0.42307943
TEST_0613,0.13214126
TEST_0614,0.3703429
TEST_0615,0.6010688
TEST_0616,0.32689422
TEST_0617,0.5302528
TEST_0618,0.60314804
TEST_0619,0.7240173
TEST_0620,0.66038173
TEST_0621,0.25372735
TEST_0622,0.39081305
TEST_0623,0.71965545
TEST_0624,0.61455077
TEST_0625,0.3848014
TEST_0626,0.4001573
TEST_0627,0.18618011
TEST_0628,0.43748775
TEST_0629,0.44818985
TEST_0630,0.61726755
TEST_0631,0.6031564
TEST_0632,0.66033375
TEST_0633,0.18733157
TEST_0634,0.47997493
TEST_0635,0.38092026
TEST_0636,0.5385249
TEST_0637,0.41116765
TEST_0638,0.5715541
TEST_0639,0.5640059
TEST_0640,0.5010319
TEST_0641,0.5892922
TEST_0642,0.5430017
TEST_0643,0.55326533
TEST_0644,0.5717336
TEST_0645,0.6290024
TEST_0646,0.37777317
TEST_0647,0.5631244
TEST_0648,0.44081333
TEST_0649,0.4080499
TEST_0650,0.5735639
TEST_0651,0.5290118
TEST_0652,0.43984473
TEST_0653,0.43020797
TEST_0654,0.44810197
TEST_0655,0.42464256
TEST_0656,0.50292426
TEST_0657,0.6150522
TEST_0658,0.3483828
TEST_0659,0.47096094
TEST_0660,0.4114499
TEST_0661,0.4132739
TEST_0662,0.48415956
TEST_0663,0.66423196
TEST_0664,0.7961757
TEST_0665,0.48830009
TEST_0666,0.36491746
TEST_0667,0.7302455
TEST_0668,0.60148257
TEST_0669,0.4185406
TEST_0670,0.3872326
TEST_0671,0.48661083
TEST_0672,0.3339813
TEST_0673,0.566521
TEST_0674,0.4676006
TEST_0675,0.61487675
TEST_0676,0.58955264
TEST_0677,0.514255
TEST_0678,0.6428486
TEST_0679,0.19628729
TEST_0680,0.7048764
TEST_0681,0.6107089
TEST_0682,0.6616556
TEST_0683,0.546051
TEST_0684,0.37971017
TEST_0685,0.3768184
TEST_0686,0.4233547
TEST_0687,0.5930169
TEST_0688,0.17808369
TEST_0689,0.5230658
TEST_0690,0.5002707
TEST_0691,0.41339922
TEST_0692,0.46149388
TEST_0693,0.64490545
TEST_0694,0.6342757
TEST_0695,0.5151719
TEST_0696,0.48352277
TEST_0697,0.69694436
TEST_0698,0.23824416
TEST_0699,0.51093537
TEST_0700,0.471806
TEST_0701,0.7681029
TEST_0702,0.77405775
TEST_0703,0.3187088
TEST_0704,0.4564967
TEST_0705,0.7776085
TEST_0706,0.7837923
TEST_0707,0.5614131
TEST_0708,0.49736628
TEST_0709,0.32316577
TEST_0710,0.32315087
TEST_0711,0.32586333
TEST_0712,0.6934431
TEST_0713,0.58762044
TEST_0714,0.50797814
TEST_0715,0.59336144
TEST_0716,0.43633765
TEST_0717,0.55435455
TEST_0718,0.47727457
TEST_0719,0.46353367
TEST_0720,0.48983824
TEST_0721,0.42452654
TEST_0722,0.40704834
TEST_0723,0.6681206
TEST_0724,0.3810448
TEST_0725,0.66271156
TEST_0726,0.51315564
TEST_0727,0.49674836
TEST_0728,0.42297924
TEST_0729,0.48030928
TEST_0730,0.49688697
TEST_0731,0.24537325
TEST_0732,0.3180441
TEST_0733,0.46283475
TEST_0734,0.6472631
TEST_0735,0.5592147
TEST_0736,0.59265655
TEST_0737,0.31872123
TEST_0738,0.66335595
TEST_0739,0.8936618
TEST_0740,0.49323845
TEST_0741,0.35474265
TEST_0742,0.4494373
TEST_0743,0.35190028
TEST_0744,0.22505924
TEST_0745,0.5634129
TEST_0746,0.45216966
TEST_0747,0.33110303
TEST_0748,0.804723
TEST_0749,0.5468029
TEST_0750,0.55501735
TEST_0751,0.54384476
TEST_0752,0.6252499
TEST_0753,0.602116
TEST_0754,0.4140686
TEST_0755,0.5273245
TEST_0756,0.6686557
TEST_0757,0.6136825
TEST_0758,0.51355875
TEST_0759,0.34363914
TEST_0760,0.7152513
TEST_0761,0.33834746
TEST_0762,0.41378003
TEST_0763,0.67505664
TEST_0764,0.4614911
TEST_0765,0.5657183
TEST_0766,0.5751429
TEST_0767,0.3038768
TEST_0768,0.28970748
TEST_0769,0.4350841
TEST_0770,0.5539335
TEST_0771,0.64880735
TEST_0772,0.36959708
TEST_0773,0.24270554
TEST_0774,0.275998
TEST_0775,0.54909086
TEST_0776,0.66598314
TEST_0777,0.29365686
TEST_0778,0.55835366
TEST_0779,0.4949635
TEST_0780,0.34365278
TEST_0781,0.47125724
TEST_0782,0.35794097
TEST_0783,0.54243356
TEST_0784,0.4519487
TEST_0785,0.4081636
TEST_0786,0.42772117
TEST_0787,0.6747917
TEST_0788,0.5538176
TEST_0789,0.5363887
TEST_0790,0.55287355
TEST_0791,0.44690666
TEST_0792,0.48245123
TEST_0793,0.4136153
TEST_0794,0.5366382
TEST_0795,0.62352544
TEST_0796,0.5619392
TEST_0797,0.5188131
TEST_0798,0.54759705
TEST_0799,0.28364775
TEST_0800,0.4774287
TEST_0801,0.40745866
TEST_0802,0.52737784
TEST_0803,0.39005557
TEST_0804,0.6138292
TEST_0805,0.09386636
TEST_0806,0.35442337
TEST_0807,0.81185377
TEST_0808,0.6280011
TEST_0809,0.6726481
TEST_0810,0.6815002
TEST_0811,0.6890231
TEST_0812,0.28750715
TEST_0813,0.6382342
TEST_0814,0.64967614
TEST_0815,0.31112835
TEST_0816,0.41042852
TEST_0817,0.93520474
TEST_0818,0.7507482
TEST_0819,0.6494607
TEST_0820,0.40091792
TEST_0821,0.45737353
TEST_0822,0.38366628
TEST_0823,0.5198611
TEST_0824,0.49489528
TEST_0825,0.5354273
TEST_0826,0.60258543
TEST_0827,0.5549927
TEST_0828,0.5799189
TEST_0829,0.46579692
TEST_0830,0.20061843
TEST_0831,0.84167534
TEST_0832,0.32075596
TEST_0833,0.45123237
TEST_0834,0.61650497
TEST_0835,0.5421764
TEST_0836,0.73963135
TEST_0837,0.61056054
TEST_0838,0.03368448
TEST_0839,0.4256016
TEST_0840,0.5290491
TEST_0841,0.3776874
TEST_0842,0.79060036
TEST_0843,0.13580592
TEST_0844,0.4327492
TEST_0845,0.25564283
TEST_0846,0.47470737
TEST_0847,0.61132187
TEST_0848,0.124603085
TEST_0849,0.61038053
TEST_0850,0.4300938
TEST_0851,0.6324008
TEST_0852,0.58649313
TEST_0853,0.38808474
TEST_0854,0.5927247
TEST_0855,0.4928449
TEST_0856,0.24544993
TEST_0857,0.41746256
TEST_0858,0.49498343
TEST_0859,0.5232928
TEST_0860,0.6282327
TEST_0861,0.54964423
TEST_0862,0.72718716
TEST_0863,0.67610735
TEST_0864,0.79410297
TEST_0865,0.63559246
TEST_0866,0.52339995
TEST_0867,0.34756497
TEST_0868,0.39743578
TEST_0869,0.36853343
TEST_0870,0.4276979
TEST_0871,0.70800376
TEST_0872,0.5269752
TEST_0873,0.24073409
TEST_0874,0.24100766
TEST_0875,0.5851604
TEST_0876,0.4561135
TEST_0877,0.43145052
TEST_0878,0.63456833
TEST_0879,0.3682844
TEST_0880,0.29830196
TEST_0881,0.6288485
TEST_0882,0.52995557
TEST_0883,0.14632244
TEST_0884,0.16657412
TEST_0885,0.49123383
TEST_0886,0.53266793
TEST_0887,0.58163685
TEST_0888,0.11568891
TEST_0889,0.36004087
TEST_0890,0.5158759
TEST_0891,0.07288078
TEST_0892,0.37902555
TEST_0893,0.37560862
TEST_0894,0.5990853
TEST_0895,0.7693294
TEST_0896,0.3779104
TEST_0897,0.72847795
TEST_0898,0.78586286
TEST_0899,0.65405184
TEST_0900,0.54156435
TEST_0901,0.7103286
TEST_0902,0.3536113
TEST_0903,0.5014358
TEST_0904,0.5059959
TEST_0905,0.6608075
TEST_0906,0.62675893
TEST_0907,0.6998095
TEST_0908,0.7882605
TEST_0909,0.9760048
TEST_0910,0.6429264
TEST_0911,0.25200242
TEST_0912,0.5292249
TEST_0913,0.5961116
TEST_0914,0.13532346
TEST_0915,0.5853251
TEST_0916,0.51397926
TEST_0917,0.47915754
TEST_0918,0.38228765
TEST_0919,0.37273383
TEST_0920,0.55292815
TEST_0921,0.5284623
TEST_0922,0.7043366
TEST_0923,0.82953817
TEST_0924,0.4157585
TEST_0925,0.5632305
TEST_0926,0.5249782
TEST_0927,0.50918376
TEST_0928,0.4711494
TEST_0929,0.4020761
TEST_0930,0.37867296
TEST_0931,0.60967463
TEST_0932,0.4491916
TEST_0933,0.5514187
TEST_0934,0.60111296
TEST_0935,0.48008728
TEST_0936,0.22717644
TEST_0937,0.42074308
TEST_0938,0.2547625
TEST_0939,0.41154858
TEST_0940,0.45312935
TEST_0941,0.6781145
TEST_0942,0.5070352
TEST_0943,0.42085466
TEST_0944,0.5323128
TEST_0945,0.8694
TEST_0946,0.61410177
TEST_0947,0.4856392
TEST_0948,0.56022716
TEST_0949,0.6899694
TEST_0950,0.80616665
TEST_0951,0.21835543
TEST_0952,0.11293651
TEST_0953,0.752526
TEST_0954,0.5571752
TEST_0955,0.58423257
TEST_0956,0.29000774
TEST_0957,0.5384655
TEST_0958,0.61978024
TEST_0959,0.46926194
TEST_0960,0.5478062
TEST_0961,0.44389975
TEST_0962,0.56482166
TEST_0963,0.37901562
TEST_0964,0.5182979
TEST_0965,0.4620538
TEST_0966,0.2505813
TEST_0967,0.84820515
TEST_0968,0.82688665
TEST_0969,0.47439396
TEST_0970,0.32988867
TEST_0971,0.50763637
TEST_0972,0.5343428
TEST_0973,0.3298858
TEST_0974,0.68095636
TEST_0975,0.37552962
TEST_0976,0.4542177
TEST_0977,0.738485
TEST_0978,0.40617687
TEST_0979,0.5959516
TEST_0980,0.38214263
TEST_0981,0.19834189
TEST_0982,0.3682518
TEST_0983,0.36572546
TEST_0984,0.5108496
TEST_0985,0.34561282
TEST_0986,0.5832101
TEST_0987,0.2537591
TEST_0988,0.42555985
TEST_0989,0.389154
TEST_0990,0.6749058
TEST_0991,0.40864357
TEST_0992,0.6474159
TEST_0993,0.6728918
TEST_0994,0.706893
TEST_0995,0.63358575
TEST_0996,0.22326685
TEST_0997,0.3580579
TEST_0998,0.4295111
TEST_0999,0.43046802
TEST_1000,0.6914265
TEST_1001,0.4968496
TEST_1002,0.22649592
TEST_1003,0.15546058
TEST_1004,0.4912678
TEST_1005,0.4263637
TEST_1006,0.29181534
TEST_1007,0.4722352
TEST_1008,0.49258602
TEST_1009,0.2232911
TEST_1010,0.3067508
TEST_1011,0.38564134
TEST_1012,0.50791025
TEST_1013,0.4239587
TEST_1014,0.49948084
TEST_1015,0.41405278
TEST_1016,0.5639888
TEST_1017,0.48248735
TEST_1018,0.55382365
TEST_1019,0.4997622
TEST_1020,0.49061307
TEST_1021,0.21927379
TEST_1022,0.3733226
TEST_1023,0.63946813
TEST_1024,0.4955251
TEST_1025,0.6156726
TEST_1026,0.7407222
TEST_1027,0.7951097
TEST_1028,0.6674
TEST_1029,0.6790956
TEST_1030,0.6533218
TEST_1031,0.54059625
TEST_1032,0.72871983
TEST_1033,0.67887324
TEST_1034,0.5304053
TEST_1035,0.5537408
TEST_1036,0.73261917
TEST_1037,0.7339186
TEST_1038,0.4390663
TEST_1039,0.52227414
TEST_1040,0.51527387
TEST_1041,0.46271896
TEST_1042,0.30283865
TEST_1043,0.15469702
TEST_1044,0.6692386
TEST_1045,0.6961053
TEST_1046,0.3942071
TEST_1047,0.44232047
TEST_1048,0.44029364
TEST_1049,0.7019669
TEST_1050,0.54230154
TEST_1051,0.4477688
TEST_1052,0.41194624
TEST_1053,0.52707404
TEST_1054,0.27729136
TEST_1055,0.54135936
TEST_1056,0.28922915
TEST_1057,0.43845618
TEST_1058,0.43663892
TEST_1059,0.8390287
TEST_1060,0.44010243
TEST_1061,0.6172801
TEST_1062,0.46728185
TEST_1063,0.4696512
TEST_1064,0.46713364
TEST_1065,0.6198523
TEST_1066,0.49023
TEST_1067,0.5416706
TEST_1068,0.5275983
TEST_1069,0.4972315
TEST_1070,0.45455712
TEST_1071,0.21415493
TEST_1072,0.546522
TEST_1073,0.8855123
TEST_1074,0.66147935
TEST_1075,0.793529
TEST_1076,0.8134846
TEST_1077,0.5109233
